Name,Palette,Threadcount,Origin URL
"Celts, Tartan of the",G#006818 GREEN; B#2C2C80 BLUE; R#C80000 RED; K#101010 BLACK; Y#E8C000 YELLOW;,Y12 K6 Y6 B18 R18 B24 R24 G90 K6 R6 K6 R12,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=609
Center,K#101010 BLACK; G#005020 MOD GREEN; R#DC0000 RED; W#E0E0E0 WHITE; B#2C4084 BLUE;,K/100 B4 K26 W2 K26 B10 G30 R/4,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=5898
Central Newcastle School,LVP#C49CD8 LGT VIOLET; P#780078 PURPLE; K#101010 BLACK; N#888888 GRAY;,LVP/5 P9 K59 P9 N59 P9 LVP/10,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=610
Centrica Energy,DB#00008B DARK BLUE; P#F6A4D5 PINK; LB#6CA6CD LIGHT BLUE; O#EE9A00 ORANGE; W#FFFFFF WHITE; LG#7CCD7C LIGHT GREEN;,LG/8 DB24 P10 DB22 LB4 DB53 O6 DB79 W/12,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=10196
Cercle de Fermières de Saint-Élie d'Orford,B#1464F4 DENIM BLUE; G#00C957 GREEN; R#FF0000 RASPBERRY RED; Y#FFEC8B YELLOW;,R/12 Y6 B48 R6 G42 Y6 R/12,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=10392
Ceredigion (Personal),WG#C0C4A0 WTHRD GREEN; R#B44440 RED; DN#5C5C5C DARK GREY;,R/8 DN96 WG8 DN8 WG/40,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=611
Cetoloni (Personal),K#101010 BLACK; Y#E8C000 YELLOW; R#C80000 BASIC RED; B#2C2C80 BLUE;,B4 K24 Y4 K24 R48 B4,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=612
Chafee of Glenmary (Personal),BB#00008C BALMORAL; KK#000000 BLACK; YZ#9C9C00 YZ; DG#004C00 DARK GRN; WW#C8C8C8 WHITE; BB#000088 BALMORAL; ARR#C40000 SCARLET;,KK/4 KK4 KK32 KK30 YZ4 DG32 KK4 DG32 WW4 KK34 BB8 ARR12 KK6 YZ/4,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=613
Chakraa,K#101010 BLACK; G#006818 GREEN; LB#2888C4 LIGHT BLUE; LT#A08858 LIGHT BROWN;,K/14 LB76 G14 K4 G14 K4 G14 LT42 K6 G8 K/6,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=5242
Chalet,G#007800 GREEN; K#000000 BLACK; CW#FCFCFC BRIGHT WHITE; R#C80000 RED;,G16 R64 K20 R200 G16 CW4,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=614
"Chalk, Robert (Personal)",B#3D3134 DENIM BLUE; BG#23321B BOTTLE GREEN; NB#433A5A ILLINOIS NAVY; W#E5E0D2 MUTED WHITE; LB#AFB8BB PASTEL BLUE; SG#B6BE8F SAGE GREEN;,NB/4 B4 LB52 BG4 LB2 BG24 W10 SG22 NB10 W10 NB/4,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=10421
Chapman (Personal),WW#FCFCFC WILSON WHITE; MP#9C68A4 MAUVE; HG#285800 HUNTING GREEN; K#101010 BLACK; R#C80000 RED;,K/72 HG4 K4 HG4 K36 MP36 K6 WW6 K6 MP36 K36 HG4 K4 HG4 K36 MP36 K6 R/6,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=615
Charleston Police Department,K#101010 BLACK; AW#E8CCB8 ANC WHITE; GO#BC8C00 DARK GOLD; DB#202060 DARK BLUE; LN#A0A0A0 LIGHT GRAY; DP#440044 DARK PURPLE;,K/6 DB71 DP50 LN18 DP6 GO10 DP/22,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=616
Chartered Accountants of Scotland,AB#1870A4 ANC BLUE; K#101010 BLACK; DY#E8C000 GOLD; G#006818 GREEN; S#C8002C SCARLET;,K/6 AB6 K6 AB60 G72 S4 G6 DY/8,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=4862
Chartered Institute of Bankers,Y#E8C000 YELLOW; K#101010 BLACK; N#808080 MISSING COLOUR; LSB#98D0F0 LIGHT SOFT BLUE;,Y5 K34 N5 K5 N8 K5 N56 LSB5 N5 LSB36 Y5 LSB36 N5 LSB5 N56 K5 N8 K5 N5 K34,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=617
Chateau,DR#488CC0 DARK RED; KK#000000 BLACK; DGG#484800 REPR GREEN; ZR#306084 RUST RED;,DR/8 KK4 DGG24 ZR16 KK12 DGG12 DR4 DGG12 KK12 ZR/144,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=619
Chattahoochee River,K#101010 BLACK; DR#880000 DARK RED; G#006818 GREEN; MY#D09800 M YELLOW; WW#F8F8F8 WILSON WHITE; B#2C2C80 BLUE; AB#1870A4 ANC BLUE;,WW/6 DR6 K6 DR20 AB14 B16 G8 B6 G6 B6 G26 MY/6,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=620
Chattan (brown stripe variation),R#DC0000 RED; K#101010 BLACK; W#E0E0E0 WHITE; G#005020 MOD GREEN; LT#BE7832 BROWN; Y#E8C000 YELLOW; A#3C82AF BLUE;,R/72 K4 W2 G36 W2 LT4 Y4 R6 K2 R6 Y4 LT4 W2 A36 K10 R8 Y10 LT4 W/4,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=623
Chattan (variation),R#DC0000 RED; K#101010 BLACK; W#E0E0E0 WHITE; G#005020 MOD GREEN; Y#E8C000 YELLOW;,R/22 K2 W2 G8 W2 Y2 R2 K2 R2 Y2 W2 G8 W2 K2 R2 Y/6,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=621
"Chattan, Clan",K#101010 BLACK; R#C80000 RED; A#5C8CA8 AZURE; W#FCFCFC WILSON WHITE; G#006818 GREEN;,R/120 K4 W2 G32 W4 Y7 R7 K2 R7 Y7 W4 A32 K8 R8 Y12 W/4,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=622
"Chaudhri, Zafar Iqbal",R#72393F BILBERRY; G#23321B BOTTLE GREEN; W#F9F5EF PEROXIDE WHITE; P#3D2E60 HIGHLAND PURPLE;,P/26 R16 W10 G48 W10 R20 W10 R/20,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=10803
Cheape of Torosay,B#2C4084 BLUE; K#101010 BLACK; G#005020 MOD GREEN; A#3C82AF BLUE;,B/12 K2 B2 K2 B2 K12 G12 A4 G12 K12 B12 K2 B/4,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=625
Chelsea,KK#000000 BLACK; ZR#740010 RUST RED; BDY#C89800 DARKER YELLOW; BG#0C5454 BLUEGREEN; LG#688C28 LIGHT GREEN; R#C80000 RED;,KK/16 ZR120 BDY12 ZR12 KK24 BG144 BDY4 BG8 R8 BG8 LG/8,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=626
Cherokee,K#101010 BLACK; DG#003820 DARK GREEN; RB#1C0070 ROYAL BLUE; R#C80000 RED; WW#F8F8F8 WILSON WHITE; A#5C8CA8 AZURE; WG#408060 WTHRD GREEN;,WG/8 A4 WG18 K8 WG4 R12 RB24 WW/4,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=627
Cherry Valley New York,LB#3474FC LIGHT BLUE; FG#146400 FOREST GREEN; R#8C0000 RED; K#000000 BLACK; LN#8C8C8C LIGHT GREY; CAG#283C00 MUTE GRN ALT;,LN/4 R4 LN30 K32 FG4 LB4 FG4 LB4 FG20 R4 CAG20 LB4 CAG4 LB4 CAG4 K32 LN4 R4 LN4 R4 LN/32,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=628
Chess,K#101010 BLACK; W#FFFFFF WHITE; DB#000040 DARK BLUE; DG#004000 DARK GREEN;,K/6 W6 K48 DB6 K6 DG48 K6 DB48 K6 DG6 K48 W6 K/6,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=5934
"Chicago, University of",DR#8C0000 RED; K#000000 BLACK; LN#C8C8C8 WHITE;,LN/6 DR60 K16 DR4 K4 DR8 K4 DR64 K4 DR8 K4 DR4 K16 DR/60,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=629
Chieftain,KK#000000 BLACK; BB#00008C BALMORAL; WW#F4F8D0 WHITE; Y#E8C000 YELLOW;,Y/4 KK16 BB8 KK40 WW4 BB8 WW40 BB4 WW16 Y/4,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=630
Chieftain's,K#101010 BLACK; KR#C80000 RED; YY#E0E0A0 YELLOW; BG#549C68 ANC GREEN; B#1870A4 ANC BLUE;,B/32 BG32 K4 KR4 YY4 B8 BG8 K4 KR4 YY4 B32 BG/32,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=632
"Chieftain, The",B#00008C BLUE; Y#C88C00 YELLOW; K#000000 BLACK; WW#F8F8F8 WILSON WHITE; DR#880000 DARK RED;,B/34 DR12 Y4 DR12 K4 WW4 K4 WW20 K2 WW4 K2 Y/6,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=631
"Child, The",MG#003800 MEDIUM GREEN; R#8C0000 RED; Y#C88C00 YELLOW; K#000000 BLACK; MP#944090 MAUVE; LC#C82800 GOV CRIMSON;,MP20 K2 MG8 K2 MP20 R8 MP20 K2 LC8 K2 MP20 Y8,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=633
Childers,W#E0E0E0 WHITE; K#101010 BLACK; WG#408060 WTHRD GREEN; G#006818 GREEN;,W6 K8 G26 K8 WG16 K88 WG16 K8 G26 K8,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=5400
Childers (Gurkha Rifles),K#000000 BLACK; G#004C00 DARK GRN; R#C80000 RED; OG#5C6428 OLIVE GREEN;,R/6 K8 OG28 K8 G17 K88 G17 K8 OG28 K/8,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=635
Children 1st,P#780078 PURPLE; G#006818 GREEN; DB#202060 DARK BLUE; Y#E8C000 YELLOW;,Y14 DB64 P8 DB8 P16 DB8 P16 G64 Y6 G,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=5339
Children In Need,W#E0E0E0 WHITE; K#101010 BLACK; LR#E08070 ROSE; Y#E8C000 YELLOW; LB#2888C4 LIGHT BLUE;,W8 K40 Y40 K8 Y40 K40 W8 K40 LR40 K8 LR40 K40 W8 K40 LB40 K8 LB40 K40,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=5813
Chinese Scottish,Y#E8C000 YELLOW; R#C80000 RED; LG#289C18 LIGHT GREEN; B#2C2C80 BLUE; W#E0E0E0 WHITE;,Y6 R48 LG12 R6 LG6 B12 W2 B2 W4 B116 W4 B2 W2 B12 LG6 R6 LG12 R48,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=636
Chinzei Keiai School,K#101010 BLACK; BN#14283C BLUE GREY; DR#880000 DARK RED; LP#B468AC MAUVE; W#E0E0E0 WHITE; G#006818 GREEN;,W/4 G4 DR6 G32 BN4 K4 BN32 LP6 DR/6,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=637
Chisholm,R#C80000 RED; G#006818 GREEN; WW#FCFCFC WILSON WHITE; B#2C2C80 BLUE;,R/2 G24 B2 G4 B2 G4 B12 R48 WW2 R/12,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=638
Chisholm #2,R#DC0000 RED; G#005020 MOD GREEN; K#101010 BLACK; B#2C4084 BLUE; W#E0E0E0 WHITE;,R/2 G24 K2 G4 K2 G4 B12 R48 W2 R/12,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=639
Chisholm Colonial,R#C80000 RED; NB#003C64 NAVY BLUE; B#0C585C BLUE; G#006818 GREEN; LT#A08858 LIGHT BROWN; W#E0E0E0 WHITE;,R/2 B24 G2 B6 G2 B6 G12 LT48 W2 NB/12,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=5756
Chisholm Hunting,C#960028 RED; G#005020 MOD GREEN; B#2C4084 BLUE; W#E0E0E0 WHITE;,C/6 G32 B4 G6 B4 G6 B14 C64 W4 C/14,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=640
Chisholm Hunting #2,G#006818 GREEN; T#604000 BROWN; DB#202060 DARK BLUE; R#C80000 RED; WW#FCFCFC WILSON WHITE;,R/6 G30 DB6 G6 DB6 G6 DB12 T60 WW6 T/10,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=641
Chisholm of Strathglass,K#101010 BLACK; AG#003820 ANCIENT GREEN; R#C80000 RED; WW#FCFCFC WILSON WHITE; BL#2C2C80 BALMORAL BLUE;,R/8 AG24 BL6 AG6 BL6 AG6 BL12 R72 WW4 R/14,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=642
"Chisholm, The",R#C80000 RED; WW#FCFCFC WILSON WHITE; G#006818 GREEN; BL#1474B4 BALMORAL BLUE;,BL/4 R12 G32 R12 BL8 WW4 BL8 R/48,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=643
"Chisholm, The (MacGregor-Hastie)",R#C80000 RED; WW#FCFCFC WILSON WHITE; BL#1474B4 BALMORAL BLUE; G#006818 GREEN;,R/8 G42 BL6 R8 BL6 G6 BL12 R74 WW4 R/24,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=644
Choinka Family (Inverness),B#3E647A AZURE BLUE; G#124B24 OLD GREEN; Y#D3CC20 OLD YELLOW; K#120A01 BLACK;,G/8 K4 B6 K4 G40 K18 T14 K4 Y6 K4 T/8,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=10624
Christian Dewar (Personal),SAB#00248C ST AND B; GN#142814 GREENGREY; TC#3C0000 TERRA COTTA; CDY#A08C28 VDARK YELLOW;,SAB/32 TC4 SAB4 TC4 SAB4 TC12 GN26 CDY4 GN/6,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=645
Christian Dress (Personal),R#C80000 RED; B#2C2C80 BLUE; K#101010 BLACK; P#780078 PURPLE; Y#E8C000 YELLOW; WW#F8F8F8 WILSON WHITE;,R6 WW4 B54 K38 WW54 P4 Y6,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=646
Christian Hunting (Personal),R#C80000 RED; B#2C2C80 BLUE; K#101010 BLACK; P#780078 PURPLE; Y#E8C000 YELLOW; G#006818 GREEN;,R/6 G4 B54 K38 G54 P4 Y/6,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=647
Christie,G#004C00 DARK GRN; K#000000 BLACK; RB#00008C BALMORAL; R#C80000 RED; WW#FCFCFC WILSON WHITE; Y#E8C000 YELLOW;,R/24 WW8 R24 G36 K4 WW8 K4 Y8 K16 RB16 K8 RB8 R/24,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=648
Christie (London),W#FFFFFF MUTED WHITE; R#FF0000 CRIMSON RED; A#82CFFD AZURE; G#008B00 OLD GREEN; K#101010 BLACK; Y#FFE600 GOLDEN YELLOW;,W/10 R50 A36 G8 K4 Y/10,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=10293
Christie (London) Hunting,VDG#1E2925 HOLLY GREEN; W#A2A093 MUTED WHITE; R#8B2316 OLD RED; B#47426A BALMORAL BLUE; K#101010 BLACK; Y#A37A28 GOLDEN YELLOW;,VDG/120 W22 R10 B10 K2 Y/8,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=10294
Christmas Hill Game Farm,T#4C3400 BROWN; LT#A08858 LIGHT BROWN; ZR#A00000 RUST; DG#004828 DARK GREEN; P#500050 PURPLE; PB#00CCD0 PURPLEBLUE;,T/10 LT40 ZR6 DG26 T26 P6 PB/6,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=5777
Christmas Morning,R#FF0000 RED; G#008B00 GREEN; W#FFFFFF WHITE; DB#000080 DARK BLUE;,G/6 R24 G30 R4 W2 DB60 W2 G4 R/4,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=6014
Churchill (Personal),A#5C8CA8 AZURE; K#101010 BLACK; DB#202060 DARK BLUE; P#780078 PURPLE; Y#E8C000 YELLOW; B#2C2C80 BLUE;,DB/48 K4 A8 K4 B36 K28 P8 K8 P8 Y4 R/8,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=649
Cian of Ely,LB#3874C4 OLD BLUE ALT; TK#C4B48C LIGHT BROWN; PH#900090 MULBERRY; GO#C49400 DARKER YELLOW; B#2C2C80 BLUE; AA#789484 ANC AZURE;,LB/76 B8 AA8 LB38 B16 TK36 PH16 LB36 AA8 B8 GO/8,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=651
Citadel Military Academy,K#101010 BLACK; LB#2888C4 LIGHT BLUE; RB#1C0070 ROYAL BLUE; Y#E8C000 YELLOW; R#C80000 RED; DW#B8B8B8 OFF WHITE;,R/6 K4 LB36 RB20 DW6 RB4 DW4 RB10 DW4 RB4 DW6 RB20 LB36 K4 Y/6,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=652
City Building (Glasgow) LLP,K#101010 BLACK; N#888888 GRAY; LN#A0A0A0 LIGHT GRAY; DN#5C5C5C DARK GREY;,K/6 DN12 K16 LN4 K16 DN6 K10 DN72 K4 DN/6,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=653
City Of Dorval,R#FF3333 RED; Y#FFFF33 YELLOW; G#669900 GREEN; T#996600 BROWN; W#FFFAFA WHITE; B#3366CC BLUE; K#000000 BLACK;,G/8 W2 K6 W2 T4 W2 K6 W2 T4 W2 K6 W2 G6 B28 R2 Y/4,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=10090
City of Armadale,K#101010 BLACK; S#C80028 SCARLET; ZZ#808080 MISSING COLOUR; R#C80000 RED; G#006818 GREEN;,G/8 R4 G4 R58 G30 K6 G4 K4 G4 K/42,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=654
City of Barrie,AB#1870A4 ANC BLUE; K#101010 BLACK; N#888888 GREY; R#C80000 RED; W#E0E0E0 WHITE; Y#E8C000 YELLOW;,AB/100 R6 AB8 K16 N8 K4 Y6 K4 R24 W4 R8 AB/8,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=655
City of Edinburgh (2001),WW#F8F8F8 WILSON WHITE; N#888888 GRAY; R#C80000 RED; G#006818 GREEN; LB#2888C4 LIGHT BLUE; K#101010 BLACK;,K6 WW8 K6 WW8 K6 R36 G2 N36 R2 LB36 WW2 G36 K2 N36 LB2 R36,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=656
City of Kincardine,B#2C2C80 BLUE; G#006818 GREEN; SB#A8ACE8 SKY BLUE; LSB#98C8E8 LIGHT SKY; AL#48A4C0 ANDERSON BLUE; DB#202060 DARK BLUE;,G/6 DB32 G32 AL12 DB72 G/8,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=657
City of Rome Pipe Band,B#2C2C80 BLUE; M#901C38 MARROON; O#D87C00 ORANGE; Y#E8C000 YELLOW; NB#003C64 NAVY BLUE; K#101010 BLACK;,Y/6 B6 K6 B45 K88 O6 M/12,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=4911
Clack (Personal),W#E0E0E0 WHITE; K#101010 BLACK; B#2C2C80 BLUE; DG#003820 DARK GREEN; G#006818 GREEN; DB#202060 DARK BLUE;,DB/8 G34 DG2 B4 K12 G4 DG24 G4 K12 B4 DG2 B36 W/4,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=5402
Cladish,TK#8C7038 KHAKI; AY#DC943C ANC YELLOW; LT#A08858 LIGHT BROWN; AW#E8CCB8 ANC WHITE; BL#1474B4 BALMORAL BLUE;,LT/10 BL4 LT54 AW32 AY2 TK54 AY5 TK/10,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=659
Clan Inebriated,K#101010 BLACK; N#888888 GRAY; P#780078 PURPLE; RB#1C0070 ROYAL BLUE;,N/4 RB8 K24 P8 N4 K4 N4 P8 K/84,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=5691
Clan MacLeod Societies of Canada,K#101010 BLACK; Y#FFE600 YELLOW; R#DC0000 RED; W#FFFFFF WHITE; B#1C0070 BLUE; G#289C18 GREEN;,G/8 W4 B8 W58 R58 K8 Y4 K/8,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=11191
Clan Pipers Frankfurt and District Pipe Band,NB#000080 NAVY BLUE; K#101010 BLACK; R#FF0000 RED; W#FFFFFF WHITE;,NB/43 K4 NB4 K4 NB4 K26 R32 K4 W10 K4 R32 K26 NB32 K4 R/10,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=10447
Clanedin / Commonwealth,DR#8C0000 DARK RED; KK#000000 BLACK; WW#C8C8C8 WHITE; BB#000088 BALMORAL; ET#64340C EARTH BROWN; BDY#C89800 DARKER YELLOW;,DR/6 KK16 WW4 KK6 WW4 KK4 WW12 BB6 WW12 ET4 WW4 ET6 WW4 ET8 BDY20 WW/6,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=660
"Clanranald, MacDonald of",WB#000048 BLUE; WS#C80000 SCARLET; WG#044028 GREEN; KK#000000 BLACK; W#C8C8C8 WHITE;,WB/32 WS4 WB4 WS14 WB62 WS4 KK64 W6 WG62 WS14 WG4 WS4 WG/32,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=661
Clans of Caledonia,W#E0E0E0 WHITE; P#780078 PURPLE; G#006818 GREEN; K#101010 BLACK; B#2C2C80 BLUE;,B/4 G5 P3 G5 B46 P42 W4 P/4,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=662
Clare (Prince George) (Personal),R#CA2625 BRIGHT SCARLET; T#5D321F BROWN; Y#E0A126 GOLDEN YELLOW; RG#649848 ROSS GREEN; NB#433A5A ILLINOIS NAVY;,NB/10 Y10 T26 RG82 R/6,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=10311
"Clare, County",DG#003820 DARK GREEN; DP#440044 DARK PURPLE; DR#880000 DARK RED; YT#D8B000 TAN YELLOW;,DR/6 DP28 DG28 DP4 DR28 DP4 DR28 DG28 DP4 YT/6,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=664
Clark,B#2C4084 BLUE; K#101010 BLACK; W#E0E0E0 WHITE;,B/8 W8 B38 K38 W8 K38 W8 B14 W8 B22 W/8,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=665
Clark (Clerke / Clergy / Priest),A#3C82AF BLUE; B#2C4084 BLUE; K#101010 BLACK;,A/8 B20 A8 B14 A8 K30 A8 K30 B28 A8 K/8,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=666
Clark Clerk(e),B#2C4084 BLUE; K#101010 BLACK; G#005020 MOD GREEN; M#781C38 RED;,B/48 K16 G16 K16 M/48,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=667
"Clark, Red",K#101010 BLACK; R#C80000 RED; RB#1C0070 ROYAL BLUE; ZZ#808080 MISSING COLOUR;,R52 K16 ZZ16 K16 RB52 K16 ZZ16 K16,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=668
Clauweart,B#2C4084 BLUE; DY#C89600 YELLOW; W#E0E0E0 WHITE; K#101010 BLACK; LT#BE7832 BROWN; R#DC0000 RED; N#666666 GREY;,B/8 DY4 B8 N12 W4 K4 N12 W4 K4 N26 LT6 K8 LT6 K16 B12 W4 R/8,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=669
Cleikum,K#101010 BLACK; R#C80000 RED; DY#E8C000 GOLD; B#2C2C80 BLUE;,B/56 DY6 B56 K4 B4 K4 B6 K68 DY4 K6 R6 K6 DY4 K68 B6 K4 B4 K/4,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=672
Cleland,R#C80000 RED; WW#F8F8F8 WILSON WHITE; G#397D02 GREEN; A#36648B AZURE; K#101010 BLACK;,K/4 A72 G24 WW6 R/4,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=673
Clemens and August (Personal),Y#E8C000 YELLOW; RB#1C0070 ROYAL BLUE; R#C80000 RED; W#E0E0E0 WHITE;,Y/70 RB6 R8 RB6 R16 RB60 W6 RB/8,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=5781
Clemson University,B#2C2C80 BLUE; O#D87C00 ORANGE; K#101010 BLACK; P#780078 PURPLE;,B/44 K8 B8 K8 B8 K32 P32 O8 P32 K32 B32 K8 B/8,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=675
Clergy,B#2C4084 BLUE; G#005020 MOD GREEN; K#101010 BLACK;,B/2 G2 B12 K12 G2 K12 G2 B4 G2 B6 G/2,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=676
"Clergy ""Two Spirit"" (Personal)",K#101010 BLACK; B#2C2C80 BLUE; A#5C8CA8 AZURE; LVP#C49CD8 LGT VIOLET;,A/2 B6 A2 B4 A2 K12 LVP2 K12 B12 A2 K/2,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=5654
Clergy #2,B#2C4084 BLUE; G#005020 MOD GREEN; K#101010 BLACK;,B/8 G8 B36 K38 G8 K38 G8 B14 G8 B24 G/4,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=677
Clergy #3,W#E0E0E0 WHITE; K#101010 BLACK; N#808080 MISSING COLOUR;,W/2 K10 W2 N8 W2 K52 W2 K20 N10 K4 N10 K/20,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=678
Clergy (Clark),G#005020 MOD GREEN; B#2C4084 BLUE; K#101010 BLACK;,G/4 B10 G4 B6 G4 K20 G4 K20 B20 G4 K/4,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=679
Clergy (Corporate),K#101010 BLACK; LN#A0A0A0 LIGHT GRAY; A#5C8CA8 AZURE;,K/8 LN8 A58 K58 LN8 K58 LN8 A12 LN8 A28 LN/8,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=684
Clergy (Grey),K#101010 BLACK; DN#5C5C5C DARK GREY; LN#C0C0C0 LIGHT GRAY;,DN/2 LN2 DN12 K12 LN2 K12 LN2 DN4 LN2 DN6 LN/2,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=680
Clergy (Mackinlay),K#101010 BLACK; W#E0E0E0 WHITE; B#2C4084 BLUE;,K/2 W2 B16 K18 W2 K18 W2 B4 W2 K8 W/2,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=681
Clergy (Smith),A#5C8CA8 AZURE; K#101010 BLACK; B#2C2C80 BLUE;,A/2 B6 A2 B4 A2 K12 A2 K12 B12 A2 K/2,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=682
Clergy (WCWM),K#101010 BLACK; TK#8C7038 KHAKI; RB#1C0070 ROYAL BLUE;,TK/4 RB16 TK4 RB12 TK4 K32 TK4 K32 RB24 TK4 RB4 TK/4,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=683
Clerk,B#2C4084 BLUE; K#101010 BLACK; G#005020 MOD GREEN; R#DC0000 RED;,B/20 K4 G4 K4 R12 K/4,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=685
Clerke of Ulva,AA#00FCFC LIGHT BLUE; K#000000 BLACK; DB#000048 BLUE; O#D87C00 ORANGE; HG#285800 HUNTING GREEN;,AA6 HG6 K8 HG28 K8 HG6 K28 DB36 O2 DB8 O4 DB8 O2,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=686
Clifford,K#101010 BLACK; BN#14283C BLUE GREY; ET#4C0000 EARTH; BG#0098A0 TEAL; WW#FCFCFC WILSON WHITE; G#006818 GREEN;,BN/20 K6 G6 K16 ET18 K6 ET20 BG6 ET56 G6 K6 WW6 K/6,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=687
